TransactionAmount,TransactionType,Channel,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType_original,Channel_original,cluster
224.22,1,1,53,37,1,8400.87,Debit,Branch,2
737.1,1,0,60,92,1,4644.19,Debit,ATM,2
223.22,1,0,27,96,1,1734.22,Debit,ATM,0
557.26,1,0,69,53,1,5237.12,Debit,ATM,2
1496.57,1,2,33,95,1,969.06,Debit,Online,0
27.44,1,0,62,164,1,5950.48,Debit,ATM,2
310.09,1,1,36,166,1,9962.5,Debit,Branch,1
80.38,1,2,52,116,1,9662.88,Debit,Online,1
26.1,0,1,66,115,1,5243.0,Credit,Branch,2
845.14,0,1,73,183,1,1702.65,Credit,Branch,0
59.73,1,0,27,56,1,800.93,Debit,ATM,0
758.77,1,0,60,114,1,7231.47,Debit,ATM,2
301.51,1,0,22,284,1,1052.31,Debit,ATM,0
418.03,1,2,58,161,1,10721.29,Debit,Online,1
118.06,0,1,32,31,1,13560.63,Credit,Branch,1
483.92,1,0,70,115,1,3138.0,Debit,ATM,0
78.93,1,0,38,145,1,9916.24,Debit,ATM,1
36.63,1,0,75,261,1,7941.73,Debit,ATM,2
87.85,1,1,49,63,1,3753.24,Debit,Branch,0
1001.83,1,2,31,55,1,9733.83,Debit,Online,1
705.34,1,2,59,124,1,5003.22,Debit,Online,2
146.55,1,2,54,124,5,4087.44,Debit,Online,2
116.89,1,2,71,226,1,4880.31,Debit,Online,2
106.41,1,1,57,87,1,1310.38,Debit,Branch,0
1087.9,1,0,78,103,1,2513.51,Debit,ATM,0
584.41,1,0,23,41,1,4475.22,Debit,ATM,2
584.98,0,1,55,121,1,6521.05,Credit,Branch,2
79.21,1,1,56,140,1,1615.04,Debit,Branch,0
173.13,0,2,20,288,1,1490.34,Credit,Online,0
335.7,1,0,80,57,1,6601.44,Debit,ATM,2
1225.5,0,2,50,109,1,8611.17,Credit,Online,2
422.81,1,1,28,193,1,1929.28,Debit,Branch,0
135.43,1,0,57,92,1,5315.83,Debit,ATM,2
584.88,1,0,26,121,1,548.45,Debit,ATM,0
308.94,1,2,25,167,1,1931.66,Debit,Online,0
295.93,1,1,36,117,1,1050.63,Debit,Branch,0
1512.99,1,2,19,50,1,9963.39,Debit,Online,1
77.44,1,1,58,268,1,1950.63,Debit,Branch,0
92.5,0,2,40,70,1,6295.45,Credit,Online,2
97.74,0,2,41,137,1,4113.63,Credit,Online,2
291.68,1,0,21,90,1,1451.02,Debit,ATM,0
56.96,1,0,22,135,1,1597.85,Debit,ATM,0
436.8,1,2,27,92,1,1256.33,Debit,Online,0
259.49,1,2,72,292,1,7320.61,Debit,Online,2
726.26,1,2,57,147,1,2150.38,Debit,Online,0
568.68,1,0,72,101,1,2940.04,Debit,ATM,0
77.57,1,2,49,225,1,12801.93,Debit,Online,1
999.28,1,2,29,40,1,4272.41,Debit,Online,2
14.16,0,1,74,290,1,5399.76,Credit,Branch,2
1142.83,0,1,61,48,1,2467.39,Credit,Branch,0
61.33,1,0,27,129,1,7537.4,Debit,ATM,2
27.64,1,2,54,23,1,7498.51,Debit,Online,2
3.85,1,0,29,32,1,10506.41,Debit,ATM,1
431.22,0,1,73,129,1,6505.98,Credit,Branch,2
178.55,1,1,55,67,1,7568.4,Debit,Branch,2
248.76,1,0,18,56,1,546.46,Debit,ATM,0
76.16,1,0,23,99,1,1072.25,Debit,ATM,0
347.25,1,0,69,250,1,7273.55,Debit,ATM,2
28.04,1,0,57,146,5,11197.54,Debit,ATM,1
325.98,1,0,19,277,1,782.35,Debit,ATM,0
249.56,1,1,76,246,1,4444.95,Debit,Branch,2
17.43,1,0,56,33,1,10658.88,Debit,ATM,1
198.01,0,1,26,40,1,250.93,Credit,Branch,0
585.58,1,1,23,55,1,1729.02,Debit,Branch,0
434.67,0,2,27,124,1,1298.13,Credit,Online,0
510.7,0,2,27,294,1,5828.48,Credit,Online,2
331.98,1,0,74,12,1,7600.99,Debit,ATM,2
199.54,1,2,56,268,1,9603.73,Debit,Online,1
212.97,1,2,59,178,1,4180.4,Debit,Online,2
270.56,1,2,23,139,1,1268.44,Debit,Online,0
306.37,1,0,26,120,1,9609.67,Debit,ATM,1
643.02,0,0,38,85,1,11989.39,Credit,ATM,1
98.48,1,1,47,12,1,9538.92,Debit,Branch,1
889.01,1,2,36,169,1,4826.88,Debit,Online,2
537.86,1,2,27,134,1,293.06,Debit,Online,0
241.18,1,0,25,162,1,1445.53,Debit,ATM,0
130.54,1,0,64,94,1,11204.62,Debit,ATM,1
800.29,0,1,20,84,1,693.4,Credit,Branch,0
8.81,1,2,57,165,1,13523.65,Debit,Online,1
28.52,1,0,20,163,1,662.51,Debit,ATM,0
431.31,0,2,23,99,1,342.73,Credit,Online,0
885.33,0,0,47,59,1,7764.16,Credit,ATM,2
199.23,1,0,29,54,1,9834.0,Debit,ATM,1
42.26,1,0,44,171,1,268.77,Debit,ATM,0
166.06,1,0,30,172,1,5397.68,Debit,ATM,2
357.72,1,0,53,25,1,7659.5,Debit,ATM,2
588.37,1,2,28,284,1,1926.08,Debit,Online,0
72.82,1,2,68,127,1,6911.62,Debit,Online,2
162.36,1,2,36,147,1,7527.04,Debit,Online,2
584.82,0,2,43,109,1,12071.1,Credit,Online,1
38.15,0,2,72,129,1,1425.47,Credit,Online,0
477.54,0,0,23,52,1,1598.63,Credit,ATM,0
639.57,1,1,60,43,1,11726.47,Debit,Branch,1
58.23,1,2,28,34,1,9189.76,Debit,Online,1
776.21,0,2,78,99,1,4895.87,Credit,Online,2
248.76,1,1,21,117,1,6178.77,Debit,Branch,2
188.61,1,2,67,26,1,7167.57,Debit,Online,2
675.37,0,2,56,31,1,4704.91,Credit,Online,2
94.82,0,1,67,56,1,1267.72,Credit,Branch,0
425.18,0,2,59,135,1,5790.55,Credit,Online,2
50.28,1,1,60,65,1,5729.1,Debit,Branch,2
864.72,0,1,34,58,1,7379.38,Credit,Branch,2
70.68,1,2,25,105,1,1478.41,Debit,Online,0
261.77,1,2,28,46,1,824.71,Debit,Online,0
183.22,1,0,27,63,1,1024.42,Debit,ATM,0
58.32,0,1,29,275,4,6027.49,Credit,Branch,2
156.86,1,0,51,102,1,14453.35,Debit,ATM,1
120.67,1,0,42,233,1,5374.54,Debit,ATM,2
308.62,0,1,59,101,1,9148.08,Credit,Branch,1
506.81,1,0,59,41,1,2757.23,Debit,ATM,0
328.39,1,0,41,108,1,2523.83,Debit,ATM,0
796.3,1,1,67,64,1,1498.79,Debit,Branch,0
72.47,1,2,29,72,1,1305.56,Debit,Online,0
279.6,1,0,25,131,1,1910.9,Debit,ATM,0
304.2,1,2,25,102,1,423.64,Debit,Online,0
351.38,1,1,64,21,1,7606.63,Debit,Branch,2
86.07,1,1,31,23,1,842.56,Debit,Branch,0
604.5,1,0,28,80,1,709.42,Debit,ATM,0
258.7,1,0,27,123,1,1358.37,Debit,ATM,0
994.63,1,2,61,158,1,13538.14,Debit,Online,1
11.46,0,1,75,64,1,7258.33,Credit,Branch,2
63.76,1,0,69,100,1,4980.26,Debit,ATM,2
446.83,0,1,55,143,1,1623.5,Credit,Branch,0
63.54,1,0,26,136,1,4401.78,Debit,ATM,2
81.11,1,2,48,110,1,2051.37,Debit,Online,0
441.26,0,1,58,87,5,13704.92,Credit,Branch,1
170.96,1,1,64,69,1,13374.89,Debit,Branch,1
48.51,1,1,22,69,1,3363.23,Debit,Branch,0
325.03,1,1,60,106,1,13521.76,Debit,Branch,1
125.83,1,0,57,138,1,6109.86,Debit,ATM,2
506.83,1,1,37,45,1,9975.79,Debit,Branch,1
738.94,1,1,41,173,1,13856.18,Debit,Branch,1
180.36,0,2,33,55,1,9905.23,Credit,Online,1
225.1,1,0,28,35,1,1547.71,Debit,ATM,0
359.51,1,2,79,157,1,7153.72,Debit,Online,2
720.46,1,1,54,44,1,3101.54,Debit,Branch,0
1116.57,1,0,56,104,1,1393.14,Debit,ATM,0
291.46,1,0,57,135,1,7142.53,Debit,ATM,2
1192.95,1,1,23,73,1,325.15,Debit,Branch,0
98.24,1,2,28,148,1,580.66,Debit,Online,0
100.48,0,1,18,104,1,6149.81,Credit,Branch,2
45.9,1,1,56,264,1,5698.25,Debit,Branch,2
258.21,1,2,39,225,1,9562.41,Debit,Online,1
1079.11,1,2,53,211,1,2038.31,Debit,Online,0
287.51,1,2,22,255,1,187.65,Debit,Online,0
501.3,0,2,26,146,1,8520.08,Credit,Online,2
26.1,1,0,27,32,1,1435.72,Debit,ATM,0
436.77,1,0,20,176,1,825.69,Debit,ATM,0
292.38,1,0,68,224,1,5803.89,Debit,ATM,2
1026.46,1,1,53,165,1,3134.47,Debit,Branch,0
25.29,1,2,50,125,1,5374.69,Debit,Online,2
123.35,0,2,31,10,1,6852.16,Credit,Online,2
139.52,1,1,23,31,1,1570.22,Debit,Branch,0
51.2,1,2,18,83,1,730.6,Debit,Online,0
122.85,0,2,47,127,3,13185.39,Credit,Online,1
161.38,0,2,24,101,1,3900.34,Credit,Online,0
2.51,1,2,63,32,1,4891.56,Debit,Online,2
22.62,1,0,64,102,1,7682.0,Debit,ATM,2
126.83,1,1,57,39,1,6100.98,Debit,Branch,2
46.6,1,2,55,68,1,1562.9,Debit,Online,0
243.8,1,1,57,48,1,13732.81,Debit,Branch,1
231.51,0,1,60,96,1,5790.7,Credit,Branch,2
175.05,1,2,39,34,1,1447.35,Debit,Online,0
762.74,1,0,64,244,1,207.1,Debit,ATM,0
34.03,1,1,57,38,1,3077.2,Debit,Branch,0
15.95,1,1,25,52,1,1983.0,Debit,Branch,0
926.53,1,0,57,107,1,3120.1,Debit,ATM,0
101.51,0,2,46,199,1,3052.47,Credit,Online,0
309.42,1,1,27,42,1,8564.46,Debit,Branch,2
257.6,0,2,59,293,1,7950.74,Credit,Online,2
746.78,0,1,21,64,1,1699.81,Credit,Branch,0
82.01,0,1,23,156,1,287.46,Credit,Branch,0
476.99,1,2,23,187,1,1154.48,Debit,Online,0
320.11,1,1,23,130,1,4076.48,Debit,Branch,2
333.39,1,0,68,35,1,10628.59,Debit,ATM,1
10.3,1,0,47,197,1,7801.32,Debit,ATM,2
737.46,0,1,53,75,4,634.16,Credit,Branch,0
416.55,1,2,33,73,1,922.96,Debit,Online,0
84.91,1,2,18,68,1,1671.86,Debit,Online,0
98.95,1,1,75,73,1,5670.82,Debit,Branch,2
18.14,0,0,58,48,1,6020.85,Credit,ATM,2
1154.79,1,0,51,108,1,6180.3,Debit,ATM,2
215.13,1,2,46,114,1,3956.69,Debit,Online,0
218.57,0,1,62,102,1,13869.86,Credit,Branch,1
341.88,1,0,43,89,1,4159.52,Debit,ATM,2
691.92,1,2,19,61,1,1084.65,Debit,Online,0
50.43,1,1,32,51,1,9794.26,Debit,Branch,1
440.43,1,1,78,23,1,5123.24,Debit,Branch,2
299.03,1,1,39,52,1,1381.28,Debit,Branch,0
1.98,1,0,66,170,1,11619.1,Debit,ATM,1
173.45,1,0,31,161,1,9077.62,Debit,ATM,1
438.76,1,1,22,73,1,1824.19,Debit,Branch,0
519.62,0,2,71,40,1,4159.33,Credit,Online,2
738.68,1,2,50,124,1,14352.33,Debit,Online,1
151.14,1,2,64,38,1,2156.54,Debit,Online,0
75.77,1,1,51,148,1,8361.7,Debit,Branch,2
444.52,1,2,27,17,1,5424.6,Debit,Online,2
5.29,1,2,52,276,1,11263.89,Debit,Online,1
97.63,0,2,48,127,1,12467.31,Credit,Online,1
256.95,1,1,26,71,1,2531.24,Debit,Branch,0
734.86,0,1,48,290,1,6242.03,Credit,Branch,2
1250.94,1,0,36,107,2,11565.97,Debit,ATM,1
84.28,1,1,39,142,1,13586.06,Debit,Branch,1
927.45,1,0,24,95,1,1161.84,Debit,ATM,0
202.49,0,0,48,69,1,7447.1,Credit,ATM,2
154.99,1,1,25,53,1,1419.31,Debit,Branch,0
481.53,1,1,58,277,1,6142.54,Debit,Branch,2
172.92,1,2,20,212,1,416.37,Debit,Online,0
275.59,0,1,53,238,1,6313.22,Credit,Branch,2
207.2,1,2,60,133,1,8092.94,Debit,Online,2
136.82,1,1,31,14,1,6229.13,Debit,Branch,2
624.0,1,1,26,132,5,4976.18,Debit,Branch,2
179.38,1,2,30,28,1,8741.51,Debit,Online,2
10.15,1,0,59,58,5,7155.04,Debit,ATM,2
26.3,1,0,32,33,1,7473.73,Debit,ATM,2
319.5,0,1,29,69,1,2366.3,Credit,Branch,0
182.42,1,1,51,137,1,3051.29,Debit,Branch,0
716.62,1,0,44,241,1,6987.4,Debit,ATM,2
222.96,0,0,65,150,1,7370.41,Credit,ATM,2
79.77,1,0,68,167,1,5010.31,Debit,ATM,2
431.08,1,1,59,25,1,6760.22,Debit,Branch,2
592.24,1,0,52,140,1,9817.05,Debit,ATM,1
200.19,0,1,52,108,1,4389.96,Credit,Branch,2
297.5,0,1,73,80,1,6768.14,Credit,Branch,2
345.86,1,0,51,145,1,1504.64,Debit,ATM,0
343.88,1,2,63,97,1,6486.18,Debit,Online,2
16.52,0,2,25,135,1,835.53,Credit,Online,0
162.1,1,1,41,151,1,8576.65,Debit,Branch,2
36.12,1,2,22,234,1,1593.03,Debit,Online,0
354.91,1,0,74,191,1,3872.55,Debit,ATM,0
38.41,1,0,40,117,1,9129.68,Debit,ATM,1
53.52,1,1,49,55,1,2227.49,Debit,Branch,0
498.59,1,2,57,138,1,2619.46,Debit,Online,0
13.3,1,0,23,63,1,213.0,Debit,ATM,0
189.65,1,0,21,60,1,8457.09,Debit,ATM,2
255.32,1,0,80,27,1,6290.62,Debit,ATM,2
230.51,0,1,51,56,1,9522.37,Credit,Branch,1
237.74,1,0,61,152,1,11795.12,Debit,ATM,1
512.76,1,0,52,26,1,5121.36,Debit,ATM,2
151.37,1,0,54,53,1,8356.08,Debit,ATM,2
85.01,0,0,25,157,1,1299.4,Credit,ATM,0
444.47,1,2,57,61,1,6062.94,Debit,Online,2
184.19,1,0,67,58,1,7588.67,Debit,ATM,2
879.25,0,2,24,137,1,125.85,Credit,Online,0
55.98,0,1,24,87,1,7047.04,Credit,Branch,2
54.91,0,0,41,275,1,7927.27,Credit,ATM,2
1047.69,1,2,20,139,1,1889.78,Debit,Online,0
393.74,1,2,26,90,1,1769.06,Debit,Online,0
58.94,1,2,30,26,1,4575.98,Debit,Online,2
515.57,1,0,27,56,1,9269.67,Debit,ATM,1
332.15,1,0,59,105,1,9749.46,Debit,ATM,1
177.94,1,2,19,173,1,123.24,Debit,Online,0
68.68,1,2,49,141,1,4718.51,Debit,Online,2
1431.54,1,2,20,84,1,1171.98,Debit,Online,0
240.03,1,2,33,31,1,7807.73,Debit,Online,2
168.34,1,0,64,240,1,7483.01,Debit,ATM,2
474.77,1,2,46,284,1,8494.53,Debit,Online,2
451.7,1,2,29,103,1,8994.67,Debit,Online,1
243.85,1,1,39,43,1,4576.78,Debit,Branch,2
5.76,1,1,38,164,1,5859.79,Debit,Branch,2
435.08,1,2,55,78,1,2103.41,Debit,Online,0
127.78,1,0,20,170,1,1046.66,Debit,ATM,0
23.14,0,2,47,93,1,10536.54,Credit,Online,1
545.87,1,1,27,41,1,4860.01,Debit,Branch,2
21.21,1,2,55,37,1,9575.42,Debit,Online,1
423.53,0,1,50,81,1,5453.4,Credit,Branch,2
142.1,0,2,18,109,1,1545.64,Credit,Online,0
1413.24,1,0,58,199,1,7272.01,Debit,ATM,2
114.15,1,0,19,52,1,1612.4,Debit,ATM,0
275.98,0,2,72,67,1,6151.05,Credit,Online,2
590.68,1,1,27,23,1,852.2,Debit,Branch,0
152.42,1,0,42,176,1,9141.79,Debit,ATM,1
395.77,0,1,43,118,1,6425.99,Credit,Branch,2
615.16,1,2,26,140,1,214.61,Debit,Online,0
207.82,0,2,19,30,1,229.02,Credit,Online,0
220.52,1,0,57,152,1,1793.09,Debit,ATM,0
281.47,1,0,34,142,1,4437.48,Debit,ATM,2
57.91,0,1,58,97,1,3641.06,Credit,Branch,0
30.48,0,1,32,78,1,11481.85,Credit,Branch,1
1152.58,1,1,65,180,1,7567.17,Debit,Branch,2
453.09,1,1,48,97,1,6708.65,Debit,Branch,2
424.47,1,2,22,116,1,5491.55,Debit,Online,2
228.4,1,0,67,116,1,9598.43,Debit,ATM,1
67.17,1,2,63,48,1,14410.44,Debit,Online,1
284.89,1,2,53,115,1,9738.6,Debit,Online,1
118.69,1,2,33,296,1,749.34,Debit,Online,0
221.33,1,0,27,276,1,1185.43,Debit,ATM,0
252.31,0,0,26,172,1,1584.6,Credit,ATM,0
58.85,0,2,71,115,1,1789.8,Credit,Online,0
194.68,1,2,32,165,1,14494.18,Debit,Online,1
433.53,1,1,38,231,1,6368.32,Debit,Branch,2
178.26,1,0,59,59,1,1137.13,Debit,ATM,0
207.65,1,2,34,98,1,5143.8,Debit,Online,2
237.0,1,2,49,115,1,14021.4,Debit,Online,1
1169.59,1,2,28,114,1,5946.45,Debit,Online,2
347.63,0,2,25,272,1,1400.04,Credit,Online,0
517.68,1,0,31,24,1,11305.81,Debit,ATM,1
36.25,1,1,52,76,1,193.06,Debit,Branch,0
46.53,1,0,42,34,1,4468.12,Debit,ATM,2
207.47,1,0,53,12,1,1688.9,Debit,ATM,0
199.7,1,0,43,285,1,7574.45,Debit,ATM,2
307.89,0,2,62,90,1,2637.55,Credit,Online,0
403.63,1,1,31,167,3,3304.02,Debit,Branch,0
20.06,1,0,27,144,1,445.21,Debit,ATM,0
236.57,1,0,79,112,1,3488.77,Debit,ATM,0
0.32,1,0,39,136,1,7158.58,Debit,ATM,2
14.28,1,0,23,81,1,1597.51,Debit,ATM,0
232.35,0,1,33,153,1,4186.25,Credit,Branch,2
317.53,1,2,44,104,1,6237.68,Debit,Online,2
74.67,1,0,43,283,1,3449.35,Debit,ATM,0
65.01,0,2,29,67,1,10235.19,Credit,Online,1
0.45,1,1,34,172,1,8670.23,Debit,Branch,2
364.13,1,0,63,61,1,8198.0,Debit,ATM,2
340.13,1,1,24,32,3,1149.74,Debit,Branch,0
15.81,1,1,69,11,4,8384.85,Debit,Branch,2
222.66,1,2,39,88,1,14466.38,Debit,Online,1
638.24,1,1,48,64,1,5695.78,Debit,Branch,2
241.21,1,0,31,108,1,1220.86,Debit,ATM,0
171.16,1,2,51,42,1,6126.5,Debit,Online,2
1360.67,1,1,29,118,1,2861.65,Debit,Branch,0
37.65,0,2,27,109,1,411.78,Credit,Online,0
25.77,1,2,68,18,1,4331.54,Debit,Online,2
789.8,1,0,40,94,1,13948.09,Debit,ATM,1
308.85,0,1,20,33,2,333.19,Credit,Branch,0
1454.52,1,0,27,20,1,1189.03,Debit,ATM,0
806.97,1,2,25,11,1,102.2,Debit,Online,0
364.81,1,2,25,53,1,1145.23,Debit,Online,0
490.82,1,0,26,114,1,8704.27,Debit,ATM,2
1021.38,1,1,61,125,1,6223.26,Debit,Branch,2
311.28,1,1,49,198,1,135.96,Debit,Branch,0
85.03,1,0,51,48,1,4597.57,Debit,ATM,2
307.75,1,1,64,63,1,1061.58,Debit,Branch,0
333.67,1,2,36,68,1,9238.08,Debit,Online,1
589.89,1,1,56,213,3,9404.63,Debit,Branch,1
372.08,1,1,66,63,1,13330.74,Debit,Branch,1
502.9,0,2,26,141,1,341.24,Credit,Online,0
103.81,1,0,36,34,1,7044.63,Debit,ATM,2
69.43,1,0,30,162,1,9281.85,Debit,ATM,1
110.4,0,0,56,62,1,8639.36,Credit,ATM,2
275.65,0,1,28,14,1,4957.57,Credit,Branch,2
336.01,1,2,63,121,4,9938.2,Debit,Online,1
251.8,1,0,62,102,1,11796.66,Debit,ATM,1
334.07,1,1,59,200,1,7306.79,Debit,Branch,2
52.44,1,2,27,87,1,3157.75,Debit,Online,0
1030.85,1,0,25,39,1,1941.8,Debit,ATM,0
141.37,1,2,46,77,1,1019.77,Debit,Online,0
211.7,0,2,50,205,1,12272.78,Credit,Online,1
61.4,1,1,41,20,2,7892.87,Debit,Branch,2
308.23,1,0,60,23,1,4150.63,Debit,ATM,2
111.41,1,1,21,181,1,1204.11,Debit,Branch,0
675.49,1,0,61,159,1,1893.0,Debit,ATM,0
29.72,1,0,26,38,1,1059.62,Debit,ATM,0
301.73,1,2,67,163,1,990.74,Debit,Online,0
294.61,1,1,60,74,1,7375.59,Debit,Branch,2
106.43,0,0,52,164,1,9403.12,Credit,ATM,1
381.52,1,2,36,79,1,5798.92,Debit,Online,2
1142.76,0,2,25,71,1,1498.93,Credit,Online,0
5.66,1,1,40,33,1,5434.64,Debit,Branch,2
209.09,1,0,48,203,1,9100.81,Debit,ATM,1
521.81,1,0,47,34,1,4750.96,Debit,ATM,2
588.36,1,2,33,134,1,8434.99,Debit,Online,2
146.67,1,2,20,273,1,1569.75,Debit,Online,0
176.52,0,2,73,94,5,7132.08,Credit,Online,2
57.34,1,2,27,81,1,1100.64,Debit,Online,0
294.77,1,2,77,101,1,2272.17,Debit,Online,0
881.32,1,2,31,59,1,2287.93,Debit,Online,0
162.59,1,1,64,19,1,7104.83,Debit,Branch,2
56.15,1,1,31,77,1,13265.92,Debit,Branch,1
524.55,1,0,39,175,1,8292.75,Debit,ATM,2
535.4,1,1,23,110,1,651.84,Debit,Branch,0
56.84,1,0,45,185,1,7977.78,Debit,ATM,2
135.94,1,1,71,258,1,4710.21,Debit,Branch,2
47.1,0,1,42,178,1,6308.07,Credit,Branch,2
124.05,0,1,61,220,1,7009.54,Credit,Branch,2
802.89,1,0,19,175,1,1973.63,Debit,ATM,0
193.16,1,0,64,109,1,2304.56,Debit,ATM,0
541.52,0,1,48,161,1,6087.24,Credit,Branch,2
20.17,1,0,77,86,1,3869.37,Debit,ATM,0
35.98,0,1,40,133,1,11147.34,Credit,Branch,1
273.24,1,1,51,173,1,2202.21,Debit,Branch,0
663.45,1,0,67,147,1,5897.29,Debit,ATM,2
343.86,1,1,57,70,1,3278.65,Debit,Branch,0
69.38,1,1,69,280,2,12072.11,Debit,Branch,1
75.43,1,0,77,266,1,1441.86,Debit,ATM,0
414.64,1,1,32,74,1,7253.22,Debit,Branch,2
86.79,1,1,33,166,1,8795.37,Debit,Branch,2
1105.88,1,0,34,36,1,2636.32,Debit,ATM,0
14.1,1,1,45,73,1,6949.21,Debit,Branch,2
63.33,0,1,23,124,1,792.33,Credit,Branch,0
606.27,1,1,29,42,1,9668.78,Debit,Branch,1
4.47,1,1,27,132,1,1381.75,Debit,Branch,0
289.01,1,2,66,96,1,4226.26,Debit,Online,2
338.69,1,1,18,169,1,1137.89,Debit,Branch,0
97.73,1,1,69,156,1,7885.21,Debit,Branch,2
1021.16,1,0,20,104,1,9427.06,Debit,ATM,1
27.61,0,0,54,26,1,3679.64,Credit,ATM,0
284.17,1,0,51,189,1,3479.56,Debit,ATM,0
76.21,1,1,22,69,1,664.93,Debit,Branch,0
334.79,0,1,69,292,1,624.09,Credit,Branch,0
584.51,1,0,74,76,1,3254.56,Debit,ATM,0
432.18,1,1,18,162,1,678.83,Debit,Branch,0
134.55,1,2,59,165,1,14852.42,Debit,Online,1
61.66,1,0,26,86,1,5705.4,Debit,ATM,2
12.35,1,1,25,22,1,1846.85,Debit,Branch,0
213.25,1,1,25,63,1,677.79,Debit,Branch,0
34.93,1,1,31,72,1,2810.37,Debit,Branch,0
959.48,1,1,67,36,1,10631.43,Debit,Branch,1
335.68,1,2,24,142,1,1188.95,Debit,Online,0
423.96,1,0,43,75,1,8374.38,Debit,ATM,2
361.38,0,2,72,71,3,4972.92,Credit,Online,2
220.82,1,1,42,31,1,4298.13,Debit,Branch,2
717.36,0,2,22,138,1,514.88,Credit,Online,0
406.12,1,0,42,106,1,10501.53,Debit,ATM,1
427.83,1,0,47,29,1,3293.06,Debit,ATM,0
416.62,0,2,26,67,1,9700.9,Credit,Online,1
21.9,1,0,28,30,1,1052.27,Debit,ATM,0
717.74,0,2,42,168,1,8375.16,Credit,Online,2
393.68,1,0,55,141,1,10135.88,Debit,ATM,1
281.91,1,1,25,269,1,225.53,Debit,Branch,0
239.85,1,0,70,50,1,1477.63,Debit,ATM,0
237.84,1,1,26,16,1,8932.39,Debit,Branch,2
459.29,0,2,64,109,1,1006.12,Credit,Online,0
196.49,1,1,41,65,1,7516.56,Debit,Branch,2
21.23,1,0,23,103,4,319.18,Debit,ATM,0
95.23,1,2,20,60,3,966.88,Debit,Online,0
344.87,1,1,58,25,1,7447.44,Debit,Branch,2
129.62,0,0,23,124,1,620.28,Credit,ATM,0
16.53,1,0,21,220,1,707.95,Debit,ATM,0
277.02,0,0,46,227,1,8586.38,Credit,ATM,2
13.02,1,1,51,42,1,6076.45,Debit,Branch,2
199.02,1,0,22,185,1,793.63,Debit,ATM,0
684.5,1,1,29,76,1,6258.63,Debit,Branch,2
1173.74,0,2,61,61,1,10456.24,Credit,Online,1
45.92,1,0,26,23,1,544.56,Debit,ATM,0
761.73,1,0,19,27,1,151.28,Debit,ATM,0
331.38,1,0,42,122,1,844.55,Debit,ATM,0
602.8,1,1,60,173,1,7417.69,Debit,Branch,2
64.12,0,1,57,222,1,1029.09,Credit,Branch,0
57.38,1,2,28,86,1,899.52,Debit,Online,0
94.64,0,0,28,144,1,586.76,Credit,ATM,0
155.56,0,1,19,64,1,129.79,Credit,Branch,0
301.39,0,2,47,104,1,10548.58,Credit,Online,1
136.31,1,2,74,65,1,4384.95,Debit,Online,2
4.39,1,0,26,63,1,1429.61,Debit,ATM,0
429.25,1,2,29,107,1,5019.68,Debit,Online,2
138.54,0,1,60,93,1,8274.77,Credit,Branch,2
33.03,1,1,21,28,1,935.88,Debit,Branch,0
76.39,1,2,30,80,1,11584.32,Debit,Online,1
25.32,1,0,19,25,1,1642.34,Debit,ATM,0
330.91,1,0,36,28,1,6481.35,Debit,ATM,2
153.55,1,2,37,16,1,5619.91,Debit,Online,2
217.61,1,2,27,120,1,1661.1,Debit,Online,0
131.69,0,1,53,59,1,2958.43,Credit,Branch,0
953.17,1,2,60,84,1,3506.11,Debit,Online,0
68.49,1,2,67,49,1,6683.31,Debit,Online,2
1493.0,1,0,69,151,1,1619.16,Debit,ATM,0
470.62,1,1,57,127,1,12470.62,Debit,Branch,1
385.35,1,1,38,269,1,5184.13,Debit,Branch,2
74.72,1,2,26,132,1,165.75,Debit,Online,0
352.03,0,2,27,219,1,4846.68,Credit,Online,2
275.87,1,0,25,112,1,1697.58,Debit,ATM,0
90.94,0,0,63,56,1,3896.08,Credit,ATM,0
206.25,1,0,74,56,1,3651.07,Debit,ATM,0
116.76,1,0,51,212,1,4480.43,Debit,ATM,2
91.5,1,0,47,77,1,667.66,Debit,ATM,0
489.31,1,1,43,36,1,5595.22,Debit,Branch,2
1664.33,1,1,18,65,1,1588.31,Debit,Branch,0
414.49,0,2,58,108,1,12709.58,Credit,Online,1
315.13,1,1,30,143,1,6570.94,Debit,Branch,2
28.38,1,1,45,260,1,8892.62,Debit,Branch,2
456.05,1,1,68,20,1,11729.51,Debit,Branch,1
277.22,1,1,35,41,1,12104.51,Debit,Branch,1
54.84,1,2,52,124,1,3495.51,Debit,Online,0
29.92,0,2,68,63,1,7855.01,Credit,Online,2
133.06,1,2,35,143,1,8843.44,Debit,Online,2
332.06,1,0,29,221,4,11826.52,Debit,ATM,1
14.34,0,2,67,24,1,7932.51,Credit,Online,2
468.32,1,2,69,152,1,4710.04,Debit,Online,2
582.17,1,1,57,135,1,7310.83,Debit,Branch,2
245.62,1,1,23,127,1,1879.82,Debit,Branch,0
981.9,0,2,43,112,1,9018.33,Credit,Online,1
83.6,1,0,47,192,1,13899.24,Debit,ATM,1
331.22,0,1,61,161,1,12613.25,Credit,Branch,1
57.49,0,2,24,177,1,765.15,Credit,Online,0
85.58,1,0,55,60,1,7794.84,Debit,ATM,2
157.56,1,1,43,159,1,7541.16,Debit,Branch,2
230.3,1,2,46,24,1,8356.88,Debit,Online,2
